id,name,host_id,host_name,neighbourhood,room_type,price,minimum_nights,availability_365
32160848,1 bdr apt downtown,216510476,Forough,Downtown,Entire home/apt,129,1,0
32162289,Charming Apartment Near the Sea Wall,241277666,Ro & Ana,Fairview,Entire home/apt,142,2,53
32164701,"Charming, bright, clean and cosy 2 bedroom suite",30236899,Mark,Riley Park,Entire home/apt,113,30,363
32172374,Two-storied and cosy condominium in downtown.,198845436,Minsung,Downtown,Entire home/apt,149,1,69
32186644,"Cozy, charming, private space in Cambie Village",187202799,June,South Cambie,Entire home/apt,100,2,41
32195144,LOCATION! 2 BED condo in HEART of downtown.,239549150,Stephanie,Downtown,Entire home/apt,179,4,23
32240969,Cozy Space In Hip Main Street Area,4882632,James,Riley Park,Private room,30,30,145
32253921,King Sized Comfort Near Dwntwn/Skytrain-UVClean,90158072,Tony & Annette,Hastings-Sunrise,Private room,70,2,270
32257227,1BR @ Granville Entertainment District!  Sleeps 4!,242094816,Kelly,Downtown,Entire home/apt,106,3,40
32269092,Shaughnessy Spacious House,209753119,Kelvin,Shaughnessy,Entire home/apt,598,2,0
32272216,1 bright bdrm with large shared bath,117119918,Kitty,Kensington-Cedar Cottage,Private room,33,30,365
32312468,Master Bedroom with attach bath on Frazer St,168136421,Jairam,Kensington-Cedar Cottage,Private room,40,30,332
32367729,"Cute, bright, cool 1-bdrm. in Hastings Sunrise.",243042563,Cheryl,Hastings-Sunrise,Entire home/apt,100,3,89
32402036,Vancouver West Cozy Retreat by Elevate Rooms - Second Floor Queen Room S1 with Private Bathroom,243167439,Sam,Oakridge,Private room,154,1,0
32402043,Vancouver West Cozy Retreat by Elevate Rooms - Second Floor Queen Room S3 with Private Bathroom,243167439,Sam,Oakridge,Private room,154,1,0
32420319,"Spacious Location near UBC, park, city  & airport!",44860813,Edward  And Kate,Dunbar Southlands,Entire home/apt,138,3,365
32477935,The Turret House in the Heart of Vancouver,6946299,Patricia,Fairview,Entire home/apt,375,3,193
32493926,Charm & Spectacular Casa Gladstone!,32304839,Daniel,Kensington-Cedar Cottage,Entire home/apt,318,30,365
32533929,Fantastic new Furnished 1 Bedroom+den,172935704,Ali,West End,Entire home/apt,100,30,365
32547922,Beach getaway,18474956,Kona,West End,Private room,65,30,0
32554891,Modern 1 bdrm + den in Kitsilano neighbourhood,1983076,Mike,Kitsilano,Entire home/apt,110,30,40
32571675,Corporate Stays | Capitold Residences | Bright 1BR,291494409,CorporateStays,Downtown,Entire home/apt,90,30,249
32587632,1-bed character suite in East Vancouver,24635844,Vilja,Hastings-Sunrise,Entire home/apt,75,2,0
32608989,unique private room,172935704,Ali,Downtown,Private room,70,31,365
32634540,Brand New 1 Bedroom Private Suite 15min Downtown,89151601,Yashina,Hastings-Sunrise,Entire home/apt,83,30,161
32638572,VW Eurovan Westfalia pop-top 2- bed kitchen camper,7660215,Victor,Downtown Eastside,Entire home/apt,175,4,346
32641690,"Centrally located, newly built home in Vancouver",234244801,Kenny,Kensington-Cedar Cottage,Entire home/apt,149,1,0
32645619,East Van Bungalow - Quiet Gem Off Trout Lake,7680615,Emily & John,Kensington-Cedar Cottage,Entire home/apt,250,5,0
32646786,Private Kingsize Suite 1 block from Kits Beach!,924826,Dawn,Kitsilano,Entire home/apt,83,2,204
32660618,Brand New Private Studio 15min drive to Downtown,89151601,Yashina,Hastings-Sunrise,Entire home/apt,89,4,161
32667646,"Cozy room in Oakridge, quick access to DT & YVR",214197966,Lisa,Oakridge,Private room,40,30,71
32697640,Serene Courtyard and Mountain Views!,6311882,Colin,Kensington-Cedar Cottage,Entire home/apt,120,4,0
32703475,Unique bedroom,172935704,Ali,Downtown,Private room,75,30,365
32715187,Downtown Vancouver - Studio Bradford Building,292721802,Jordan,West End,Entire home/apt,69,30,43
32728344,Clean Downtown Apt Near Gastown with Free Parking!,297939062,Hancore Property Management,Downtown,Entire home/apt,100,2,210
32748417,"Great location in kits, a short walk to the beach.",15089860,Shane,Kitsilano,Private room,45,1,0
32750167,Three Bedrooms & Two Bathrooms Guest Suite,99161830,Yang,Hastings-Sunrise,Entire home/apt,120,2,161
32750745,Luxury heart DT Waterfront Suite,7557541,Quinn,Downtown,Entire home/apt,90,60,194
32791067,"Monthly, WIFI/HBO/Cbl and Pets ok, Foster a pet!",31065,Mj,Sunset,Entire home/apt,98,30,315
32815298,Vancouver-minutes from downtown & YVR-Canada Line,5408150,Mab,South Cambie,Private room,32,30,40
32819750,Unique Vancouver 3 Queen BR w/ huge private patio,95217850,Mauricio,Downtown,Entire home/apt,250,3,209
32837656,Upscale & Convenient Skytrain Downtown & Airport:),5438862,William,Oakridge,Private room,35,30,89
32842155,Quiet Private Room #1NearUBC,247062921,Elaine,Dunbar Southlands,Private room,85,1,130
32844168,Quiet Private Room #2 Near UBC,247062921,Elaine,Dunbar Southlands,Private room,72,1,129
32844342,Quiet Private Room #3 Near UBC,247062921,Elaine,Dunbar Southlands,Private room,79,1,0
32869356,Elegant and Classy one Bedroom Apartment,42725147,Joobin,Downtown,Entire home/apt,169,2,89
32872579,Executive Modern Getaway - Minutes to Downtown!,247315335,Theo,Kitsilano,Entire home/apt,415,2,67
32876783,LUXURY DOWNTOWN BREATH TAKING VIEWS. FREE PARKING,247352950,Arnold,Downtown,Entire home/apt,386,30,232
32890442,Downtown Vancouver - 1 bedroom @ The Bradford,238308886,Terry,West End,Entire home/apt,90,30,115
32902275,Clean Private Bdrm w. Half Bath in Kitsilano,22645339,Alicia,Kitsilano,Private room,70,2,0
32913732,One Bedroom - Downtown Vancouver - The Bradford,238308886,Terry,West End,Entire home/apt,95,30,156
32918867,⭐⭐⭐⭐⭐ Yaletown Luxury Apartment,162963658,Max,Downtown,Entire home/apt,200,180,346
32920075,Yellow  House close to amenities and downtown,247682796,Mercedes,Kensington-Cedar Cottage,Entire home/apt,241,2,52
32944486,Cozy 1-Bdrm Suite in SW Vancouver.,125268310,Dale,Kerrisdale,Entire home/apt,90,2,129
32945266,玫瑰1,247913829,Amy,Marpole,Entire home/apt,400,3,0
32947268,樱花,247913829,Amy,Marpole,Private room,50,4,0
32962975,3 bedrooms luxury unit on Vancouver's east side,248075656,Cindy,Renfrew-Collingwood,Private room,249,1,0
32982064,Amazing place to stay in downtown Vancouver!,52607131,Jayme,Downtown,Entire home/apt,140,1,0
32982427,2Bed Cambie Suite - Minutes to Downtown-Sleeps 4!,248226743,Bob,South Cambie,Entire home/apt,106,2,233
32985924,Very private BR in great Arts & Crafts House.,2189535,Martine,Hastings-Sunrise,Private room,45,30,150
32990894,Modern Apartment in the Heart of Downtown,248298135,Ayla,Downtown,Entire home/apt,140,4,0
32991946,Vancouver  Luxury &Cozy House,182110861,Yannie,Shaughnessy,Private room,159,2,0
33001795,Great room in central downtown location,248380003,John,Downtown,Private room,99,1,270
33003307,Large central downtown apartment,248380003,John,Downtown,Entire home/apt,199,1,269
33017558,Kitsilano Big+Bright Top Floor+Balcony *6 Months+*,141214749,Adriano,Kitsilano,Entire home/apt,78,30,1
33022109,Modern Cozy Commercial Drive,2179871,Dan,Grandview-Woodland,Entire home/apt,180,2,0
33041847,Entire Garden Suite near Commercial Dr-East Van,13892350,Susan & Joe,Grandview-Woodland,Entire home/apt,99,2,1
33073432,Private Modern and Cozy 2 Bedroom Suite,248904733,Kit,Victoria-Fraserview,Entire home/apt,109,2,196
33093120,Beach time with perfect downtown location,249066718,Flora,West End,Entire home/apt,120,30,0
33097298,"Danny House,    Vancouver West Rooms",236411620,Yuqing,Marpole,Private room,33,20,57
33098749,Home Away From Home Garden Suite,1880385,Alison,Arbutus Ridge,Entire home/apt,95,3,85
33107632,Central modern 3BR family home with large patio,24294878,Jesse,Kensington-Cedar Cottage,Entire home/apt,90,3,0
33118820,Cozy Home in Cedar Cottage,249312123,Thomas,Kensington-Cedar Cottage,Entire home/apt,300,2,0
33119331,1BR Main Street Modern Condo (brand new building),8808373,Rob,Mount Pleasant,Entire home/apt,126,30,130
33142743,Cozy two bed townhouse,31552430,Sandrine,Kensington-Cedar Cottage,Entire home/apt,115,30,238
33162928,Perfect location guest house,249098528,Bob,West Point Grey,Entire home/apt,214,60,90
33166483,Beach Walk 2 bdrm + 2 bath + 1 parking Downtown,249718766,Patricia,Downtown,Entire home/apt,135,2,70
33169408,Beautiful park suite in Vancouver's Westside,249744316,Christina,Dunbar Southlands,Entire home/apt,85,30,224
33230188,SUN HOUSE,250216111,Lee,Sunset,Private room,50,2,58
33230985,Bright and stylish apartment off Main street,2157511,Adrian,Mount Pleasant,Entire home/apt,75,4,0
33274579,Just like home- 1BR Private Suite. Prime location!,54414133,Tommy,Renfrew-Collingwood,Entire home/apt,60,1,0
33276869,3 bedrooms 1.5 baths TOP Floor in Prime Location!,36912748,Karen,Mount Pleasant,Entire home/apt,188,2,255
33287191,Fraser House for Families and Friends,184094184,Emel,Kensington-Cedar Cottage,Entire home/apt,100,2,4
33292435,Beautiful room in Vancouver,250735581,Rowena,Renfrew-Collingwood,Private room,30,30,364
33293342,Room with private bathroom,250735581,Rowena,Renfrew-Collingwood,Private room,35,30,364
33299354,Lofty Studio Next to Historic Gastown,166303221,Coco,Downtown Eastside,Entire home/apt,89,4,31
33310791,*Clean and Tidy *- Share Penthouse  level apt.,120651321,Cheri,West End,Private room,89,32,365
33315036,2Bdr Luxurious Apt w/stunning grounds furnished,64488310,Amanda,Marpole,Entire home/apt,150,30,0
33315650,2Bdr New Furnished Luxurious Apt- 2bath,64488310,Amanda,Marpole,Entire home/apt,140,30,146
33338468,Beautiful Penthouse 3 Beds +Pool+Gym+Parking,250158442,Miguel,Downtown,Entire home/apt,383,90,0
33340994,White Fox Room - 1 bus ride to Downtown/Metrotown,97025302,Andrea,Kensington-Cedar Cottage,Private room,60,1,0
33350822,Shangri La Private Residences exclusive,194946655,Hugo,West End,Entire home/apt,316,30,179
33368809,"Cozy Mountain View, near Lake & Nanaimo Skytrain",154099324,Chu,Kensington-Cedar Cottage,Private room,45,2,0
33378813,Vancouver West Side's Most Convinient House,49806753,Ping,Marpole,Entire home/apt,230,2,0
33399273,JUN's quiet and spacious 2 bedroom basement suite,251613897,Roy And Jun,Kerrisdale,Entire home/apt,75,1,89
33433323,"(!) Perfectly Central - bike, yoga, ski, shop!",7431989,Wendi,West End,Entire home/apt,100,3,0
33450073,Regal yacht boat 42 feet,53228192,Maj,Downtown,Entire home/apt,800,1,0
33450536,"Executive 3-bdrm Suite, prime location Vancouver",212146549,Sam,Killarney,Entire home/apt,133,15,309
33451717,"Stunning, Eclectic East Van Suite",8597134,Rachel,Hastings-Sunrise,Entire home/apt,220,2,161
33528991,NEW HOUSE suite lower level in Vancouver WEST.,207658654,Diana,Arbutus Ridge,Private room,95,2,363
33531235,Quiet and quaint within minutes to downtown.,166475282,Lori,Downtown Eastside,Entire home/apt,65,2,76
33544332,温哥华尊贵西区邻UBC紫藤花园,252761008,勇,Dunbar Southlands,Entire home/apt,150,5,0
33547215,Cozy Kits Beach 2bdrm,290377,Bradley,Kitsilano,Entire home/apt,125,31,10
33551463,SUN HOUSE,250216111,Lee,Sunset,Private room,50,2,156
33552397,"Modern Parkhouse - Laundry, Parking, Transit!",252820008,Moe,Killarney,Entire home/apt,99,30,100
33555765,Downtown Executive Suite,252848386,Brian,Downtown,Entire home/apt,111,30,364
33556644,2 Bedroom Suite in a Kitsilano House,252855347,Ayse,Kitsilano,Entire home/apt,175,2,66
33557697,Gorgeous loft style 1br at an Iconic Building,67993397,Maulen,Downtown Eastside,Entire home/apt,90,90,0
33559936,East Vancouver - spacious & central family home,3503069,Lynne,Kensington-Cedar Cottage,Entire home/apt,225,3,83
33560335,"Westside, 7 Min Walk to VGH. 3 nights minimum.",213226873,Dolores,Shaughnessy,Private room,79,3,224
33571516,Amazing bright and beautiful bedroom near AIRPORT,207007659,Amazing,Marpole,Private room,37,20,90
33592102,Amazing Convenient in Downtown Vancouver,88226038,Li,Downtown,Entire home/apt,150,180,365
33594153,Sweet Suite Room,171146498,Jasmine,Arbutus Ridge,Private room,228,1,0
33610721,One Bedroom - Downtown Vancouver - The Bradford,238308886,Terry,West End,Entire home/apt,95,30,65
33610726,1 bedroom Suite Downtown Vancouver - The Bradford,238308886,Terry,West End,Entire home/apt,95,30,80
33611850,Classic Heritage home in trendy Kits,8903753,Judy,Kitsilano,Entire home/apt,357,365,88
33636428,Haidy's Home RA(ensuite bathroom),188209109,Haidy,Oakridge,Private room,47,30,32
33637719,Fraserhood House,1801362,Laurel,Kensington-Cedar Cottage,Entire home/apt,299,3,0
33642235,Large Suite with Sweeping Views of Vancouver,66121955,Jake,West End,Entire home/apt,285,30,89
33644437,Work/live/study suite perfectly located - Yaletown,9016662,Nicole,Downtown,Entire home/apt,68,30,173
33645396,Furnished 2B Amazing Ocean View Suite-Coal Harbour,19362094,Sylvia,West End,Entire home/apt,180,30,364
33645791,Lush Oasis in the Heart of Gastown,19846624,Jenny,Downtown Eastside,Entire home/apt,90,90,258
33655119,Bright Bedroom in Modern Strathcona Heritage Home,214407515,Joanna,Downtown Eastside,Private room,55,30,0
33657678,Heritage home in walkable Kits,8903753,Judy,Kitsilano,Entire home/apt,357,4,0
33666712,Cozy home away from home,253747001,Bal,Sunset,Entire home/apt,358,2,86
33667096,Beautiful Vancouver Character House,253750758,Adam,Mount Pleasant,Entire home/apt,199,4,31
33669383,BRAND NEW luxury condo 2min walk Train 2 Downtown,253769318,Karen,South Cambie,Entire home/apt,99,30,0
33683081,"Cozy, clean and beautiful room",250735581,Rowena,Renfrew-Collingwood,Private room,35,7,178
33687129,3 Bedroom Mount Pleasant Garden Suite,57797398,Mandy,Mount Pleasant,Entire home/apt,200,30,155
33692846,Excellent location classic Kitsilano home,199957422,Randal,Kitsilano,Private room,34,7,0
33721183,Water front app ocean view fully furnished 800 sf,51350,Gabriel,Downtown,Entire home/apt,120,30,365
33723950,🎖Superb 1BR+Office*Yaletown*View*Parking*Amenities,82965273,Amir,Downtown,Entire home/apt,205,30,363
33743441,Entire Apartment In Vancouver's Art District,2974008,Kyle,Mount Pleasant,Entire home/apt,106,2,51
33745538,Hotel Style Living In The Heart Of Vancouver,15077998,Mandi,Downtown,Entire home/apt,209,30,110
33752797,YALETOWN MARINASIDE CRESCENT NEIGHBOURHOOD HOME,199518544,Vancouver Home Sweet Home,Downtown,Entire home/apt,125,30,315
33755131,Room near skytrain ( Nanaimo Station),254454256,Monica,Kensington-Cedar Cottage,Private room,54,1,285
33786053,Convenient/accessible to everything l,178767690,Levy,Kensington-Cedar Cottage,Private room,38,1,0
33786510,Sectioned-off room in central downtown location,248380003,John,Downtown Eastside,Private room,99,1,0
33803742,RipTide: Mountain + City Views in Quiet Fairview,8356665,J C,Fairview,Entire home/apt,300,3,0
33803910,Beautiful one bedroom apartment in Kitsilano,255218929,Simon,Kitsilano,Entire home/apt,120,31,0
33807345,Private Room in a Beautiful Character House,253750758,Adam,Mount Pleasant,Private room,105,2,0
33811246,Warm&lucky>1×room Most convenient place UBC/DT/YVR,132356031,Yumin,Kerrisdale,Private room,75,1,157
33811678,Double beds with shared bathroom,212674897,Lily,Oakridge,Private room,49,1,365
33837243,Vancouver mini house,189064428,Michelle,Hastings-Sunrise,Entire home/apt,113,1,0
33857514,Stylish Central trendy Area Top Floor 1 Bedroom,26001012,James,South Cambie,Entire home/apt,200,7,123
33879865,Top Floor View Suite at center location by PNE,236816861,Hui,Hastings-Sunrise,Entire home/apt,75,1,0
33885009,Comfy private suite in East Van,255896919,Raymond,Renfrew-Collingwood,Entire home/apt,66,1,174
33885031,"Cosy, Commercial Drive bedroom",11949961,Gordon,Grandview-Woodland,Private room,45,2,9
33885157,Private Crystal room in the house,189726827,Xiao An,Dunbar Southlands,Private room,79,1,90
33945029,"2 Bedroom Ground Level Suite near ""The Drive""",5888125,Jason,Grandview-Woodland,Entire home/apt,128,2,75
33945282,Lovely&Clean>1×Room in the heart of Vancouver west,132356031,Yumin,Kerrisdale,Private room,75,1,160
33952895,Beautiful Heritage Suite Close to Downtown,256382017,Russ,Kitsilano,Entire home/apt,99,1,45
33960676,Kitsilano Cosy Suite Close to the Beach,24122490,Shelley,Kitsilano,Private room,60,28,0
33962306,Cozy basement suit for a great price,256080027,Megan,Hastings-Sunrise,Entire home/apt,55,3,43
33966585,Modern 1200 sq. ft. two bedroom suite in Dunbar,256481525,Jerry,Dunbar Southlands,Entire home/apt,159,4,179
33974848,Private Emerald Room in the New House,189726827,Xiao An,Dunbar Southlands,Private room,89,1,90
33992656,Private Master Bedroom on the Beach / Stanley Park,120561902,Dario,West End,Private room,88,31,90
33993393,The Lounge,8962386,Lindze,Riley Park,Private room,51,7,89
33997048,Private Oasis in Vancouver with Pool and Hot Tub,30812904,Bronwen,Kerrisdale,Entire home/apt,1750,14,113
34017979,"Heart of Yaletown, Comfortable 2BR + 1 PRKG",11225508,Shaghayegh,Downtown,Entire home/apt,135,30,0
34019239,Modern 2 bedroom suite in the heart of Vancouver,20777865,Steven,Kensington-Cedar Cottage,Entire home/apt,120,1,267
34024042,Super central location 3beds❤+Free parking&Netflix,256907738,Yuri,Downtown,Entire home/apt,108,1,275
34045168,Main Street Modern Industrial Loft,20978741,Riley,Mount Pleasant,Entire home/apt,300,2,69
34068839,CLEAN & In the Heart of All the City Has to Offer.,30735545,Suzie,Mount Pleasant,Entire home/apt,115,3,0
34083989,Portside Gem,206873236,Rob,Grandview-Woodland,Entire home/apt,60,3,3
34090921,The Zen •Close to UBC/DT•Radiant heat♨️Winter Deal❄️,80721458,Cc,Dunbar Southlands,Entire home/apt,108,28,18
34091763,Quiet and Private Room Located in Central Location,257431562,Peter,Killarney,Private room,45,2,40
34109372,Bright 1 bdrm with large shared bath,117119918,Kitty,Kensington-Cedar Cottage,Private room,32,30,365
34124968,Stunning 6 bedroom home with hot tub ac pool table,205096178,Alejandro,Kerrisdale,Entire home/apt,380,30,351
34126347,Private garden suite near UBC,257679453,Vivian,Dunbar Southlands,Entire home/apt,77,1,71
34127213,Modern 2 Floor Loft/ In The Heart of Downtown,257685834,Maximus,Downtown,Entire home/apt,174,1,150
34127668,Well-appointed quiet modern 1 bedroom garden suite,100126387,Glen,Sunset,Entire home/apt,88,32,0
34130023,Modern Loft with Solarium and Beautiful Sunsets,70092611,Gethan,Renfrew-Collingwood,Entire home/apt,100,2,363
34141344,The Gem of Commercial,104972003,Mark,Kensington-Cedar Cottage,Entire home/apt,150,2,130
34147959,Hip Urban Getaway in a Quiet Neighborhood,58165412,Jane,Riley Park,Entire home/apt,220,2,71
34153395,The Heart Chakra Of Vancouver,141222766,Deidre,Kitsilano,Entire home/apt,140,5,0
34176785,Bright Condo in Trendy Chinatown with Parking,4995004,Kaitlin,Downtown Eastside,Entire home/apt,145,3,0
34179989,Amazing Five Star Shangri-La Residence Ocean Views,66121955,Jake,West End,Entire home/apt,330,30,89
34180296,Entire apartment - downtown,258060783,Duaa,West End,Private room,49,30,0
34180840,UBC Nearby  1 Kingsize bed and Den  basement  home,182110861,Yannie,Dunbar Southlands,Private room,79,1,0
34185269,Nice and clean 2beds Private suite,136641767,Thang,Renfrew-Collingwood,Entire home/apt,150,1,0
34200300,Private Hideaway Lanehome in the City,183139590,Rony,Kensington-Cedar Cottage,Entire home/apt,119,1,0
34203078,Downtown Vancouver- Coal Harbour w/ parking & gym,258206915,Gloria,West End,Private room,115,2,29
34218889,Kitsilano Garden Suite by the Beach,24122490,Shelley,Kitsilano,Entire home/apt,60,5,0
34233601,Spacious apartment in the middle of Downtown,168234687,Waldo,West End,Entire home/apt,110,3,250
34235015,Beautiful Suite in Mountain View - Vancouver,258474078,Rachel,Riley Park,Entire home/apt,97,2,0
34250254,GalaSea - Luxury cruising in and around Vancouver.,8760428,Greg,Downtown,Private room,3000,1,90
34253916,The Fraser Flat - Convenient and Comfortable,258620582,Greg,Kensington-Cedar Cottage,Entire home/apt,110,3,287
34256310,Hip private room downtown Vancouver,168234687,Waldo,West End,Private room,55,3,220
34258439,Cozy Two Bedroom Garden Suite with Private Patio,31240662,Amy,Riley Park,Entire home/apt,89,2,211
34278517,Luxurious  Mid- Century Home,128580342,Victoria,Oakridge,Entire home/apt,414,3,0
34283018,Coal harbour extended stay 1.5 br best monthly,243398221,Rui,Downtown,Entire home/apt,129,30,0
34312526,Vancouver west 2BR near UBC/Beach/Airport/Downtown,99853564,Ivy,Kitsilano,Entire home/apt,295,1,0
34314864,furnished private bedroom 2,321947,Steve,Grandview-Woodland,Private room,50,1,0
34315276,Bright and Modern 1 Bed Olympic Village Suite!,7055062,Mo,Mount Pleasant,Entire home/apt,206,2,173
34315293,century-old heritage house,321947,Steve,Grandview-Woodland,Entire home/apt,200,7,0
34316659,Big Lucky@别墅一层2×room近UBC/YVR /DT/购物步行5分钟温哥华西区最方便社区,132356031,Yumin,Kerrisdale,Entire home/apt,169,1,179
34319311,Quaint Apartment in Iconic Coal Harbour,16307369,Anisha,West End,Entire home/apt,139,3,0
34342648,Quiet bright Kitsilano 1-2 bedroom close to ocean,56516722,Julian,Kitsilano,Entire home/apt,200,5,100
34343306,Elegant charming duplex in leafy Kitsilano,147672703,Mary Anne,Kitsilano,Entire home/apt,300,5,178
34343991,Sleek Studio w/ Stunning Views,259293242,Robert,Downtown,Entire home/apt,81,30,154
34367908,192  27th floor with a view   1068 Hornby St,600607,Bruce,West End,Entire home/apt,75,30,89
34393605,West Main Cozy Home monthly rent,76758960,Teresa,Sunset,Entire home/apt,70,30,169
34398004,Luxury Apartment in Downtown Vancouver - Yaletown,82874575,Chris,Downtown,Entire home/apt,209,7,364
34399029,Centrally located clean and bright one bedroom apt,100966366,Ian,Mount Pleasant,Entire home/apt,124,3,0
34399605,Modern and beautiful 2 bedroom suite with parking,251615639,Indu,Victoria-Fraserview,Entire home/apt,110,1,89
34400711,"Room in bright, large house w/easy access downtown",210739403,Timothy,Marpole,Private room,75,1,0
34417665,UBCnearby Jack &Jill 2beds1 bath  in  luxury house,182110861,Yannie,Dunbar Southlands,Private room,129,1,0
34418103,"Downtown Water Views, Parking, Pool/Hot Tub!",147167124,Mehran,Downtown,Entire home/apt,170,1,122
34422223,"Gorgeous Views, Downtown , 1 Free Parking",180376660,Robert,Downtown,Entire home/apt,220,28,162
34422652,UBC St. George School Golf course view House,36238668,Chanel,Dunbar Southlands,Entire home/apt,788,3,365
34423154,Downtown 2 bedroom apartment with 1 free parking,10397079,Vishal,Downtown,Entire home/apt,350,1,0
34424045,Modern 1 bed apt. in trendy Crosstown district,170223371,Chiara,Downtown,Entire home/apt,100,2,0
34425861,Bond's Apartment,259883474,Matheus,West End,Shared room,45,30,90
34426772,Heritage Home - Family Friendly,15359189,Alex,Kensington-Cedar Cottage,Entire home/apt,100,6,0
34436113,Gorgeous Vancouver Home with Views,60779196,Gwen,Arbutus Ridge,Entire home/apt,500,30,224
34446877,Bright newly renovated 2 bedroom suite.,23342484,Kristy,Mount Pleasant,Entire home/apt,200,3,0
34447802,Unique Bedrooms near Skytrain,260039867,Helen,Renfrew-Collingwood,Private room,45,1,25
34450773,New Bright and Spacious Suite in West Point Grey,260070786,Chelsea,Dunbar Southlands,Entire home/apt,125,2,41
34467592,Beautiful family home in Central Vancouver,260177630,Jennifer,Riley Park,Entire home/apt,849,7,0
34475317,"Beautiful, cozy and NEW!",260233362,Vancouver,Dunbar Southlands,Entire home/apt,228,2,0
34478325,Unique Studio! Perfect for Isolation or Retreat,21979733,Gordon,Fairview,Entire home/apt,101,1,185
34480865,Private bedroom in high end luxury penthouse!,242342369,Omar,Downtown,Private room,129,3,0
34504182,Vancouver Large 1 Bedroom Private Suite,169719137,Farrah,Hastings-Sunrise,Entire home/apt,57,30,251
34510606,Welcome to our home- two bedrooms basement suites,141248568,Julie,Killarney,Entire home/apt,60,1,196
34511658,Luxurious Downtown Condo With Ocean Views,68773380,Taylor,West End,Entire home/apt,269,3,0
34513875,Private Comfortable Guest House,6738273,Hira,Sunset,Entire home/apt,85,3,0
34516270,New 2BR Suite in Beautiful Kits/Dunbar,107582424,Yuri,Dunbar Southlands,Entire home/apt,125,50,0
34516436,UBC &St George nearby 1Queen 1Bath   Luxury   Room,182110861,Yannie,Dunbar Southlands,Private room,89,1,0
34516447,Oasis for 2 at Point Grey Spanish Banks UBC,8362233,R,West Point Grey,Entire home/apt,114,3,159
34534702,Heart of downtown with great city & mountain views,41746903,Coleen,Downtown,Entire home/apt,95,30,315
34537516,2 BR Heritage Penthouse Condo Close to Downtown,256382017,Russ,Kitsilano,Entire home/apt,185,1,0
34538696,Modern Two Bedroom and Two Bathroom Suite Near UBC,1887496,Juliette,West Point Grey,Entire home/apt,300,2,321
34541710,2bdr cozy unit in Arbutus Kits - wifi- parking,119171146,Lisa,Arbutus Ridge,Entire home/apt,150,30,348
34541905,Amazing Apartment in the Heart of Downtown,147138913,Sophia,Downtown,Entire home/apt,150,5,0
34574221,Spacious False Creek 2 bed with terrace (1200SF),199518544,Vancouver Home Sweet Home,Mount Pleasant,Entire home/apt,154,30,333
34576151,Room w/ Private Entrance & Close to Transit,39021349,Jane,Riley Park,Private room,40,2,270
34578927,Innovation  in Kitsilano - Private Space/entry UBC,260916083,Michael,Kitsilano,Entire home/apt,92,1,44
34625261,"Suite in Kitsilano, Vancouver house near ocean",380131,Diane,Kitsilano,Entire home/apt,75,30,160
34629428,Stunning Luxury-3 BR 3.5 baths Villa - 3000SQF,261260061,Yan,Killarney,Entire home/apt,258,3,0
34649996,"New Modern Studio in Van, Near Airport & Downtown",25975232,Kelvin,Marpole,Entire home/apt,72,1,171
34650505,"2 blks to Canada Line, 1 Bdrm Garden Suite",67664961,Andrea,Riley Park,Entire home/apt,110,4,89
34651168,Luxurious 2 bedrooms Condo in Downtown Vancouver,136262160,Alborz,Downtown,Entire home/apt,150,30,0
34656258,"Stay at the Iconic Parq, Steps to BC Place&Marina",20083641,Atayeb,Downtown,Entire home/apt,90,90,358
34678659,Spectacular🌅Views🌇Downtown🏖close transit whistler🏔,57685541,Jean,Downtown,Entire home/apt,130,1,234
34678988,Penthouse-Unbelievable Patio Views-Own Bath & Room,198933008,Lucas,Kitsilano,Private room,200,2,0
34679382,Cozy Cambie Getaway - 2 min from Skytrain & Buses!,248226743,Bob,South Cambie,Entire home/apt,64,2,213
34687585,Beautiful Shaugnessy Heritage Mansion,272736,Rebecca,Shaughnessy,Entire home/apt,300,7,0
34692199,Home away from home in Vancouver,61286827,Bonnie,Hastings-Sunrise,Entire home/apt,85,7,0
34711944,Centre of Downtown Vancouver Apartment,261809530,James,Downtown,Entire home/apt,124,1,0
34717213,Loft in East Vancouver,19637643,Nathaniel,Grandview-Woodland,Entire home/apt,100,4,244
34720677,Bright and Modern Private Suite,261884366,Lam,Kensington-Cedar Cottage,Entire home/apt,150,1,365
34723456,Vibrant Location Granville Island/Seawall/Downtown,144357191,Lisa,Fairview,Private room,50,30,365
34747304,Private room in shared townhouse.,212504336,Guy,West End,Private room,167,28,0
34747305,Yaletown: Huge rooftop patio+ spacious+ parking,61155359,Niko,Downtown,Entire home/apt,211,1,0
34752083,Luxury two bedroom apt with ocean/ furnished,118049551,Önder,Downtown,Entire home/apt,543,30,179
34755818,Downtown 1 Bdr.+Gym/Pool,135252059,Joseph,Downtown,Entire home/apt,199,2,90
34757880,A Quaint Gem At The Heart Of It All,138824184,Evgeni,West End,Entire home/apt,86,2,72
34774537,"Vancouver West Cozy Retreat by Elevate Rooms - Ground Floor Single Room M1, Shared Bathroom",243167439,Sam,Oakridge,Private room,154,1,0
34787711,"Sunny, Hip 2 Bedroom Condo in Central Vancouver",809844,David,Mount Pleasant,Entire home/apt,210,3,0
34793121,Azalea House in Dunbar,262346121,Michelle,Dunbar Southlands,Private room,358,1,336
